"model","log_marginal","post_prob","rep","n","tau_label","tau_sd","seed","true_model","chosen_model","correct"
"x3",30.6846938148951,2.60165527243876e-113,30,500,"small",0.1,600130,"int12_3","int12_3",1
"null",27.4527610630349,1.02716258274596e-114,30,500,"small",0.1,600130,"int12_3","int12_3",1
"x2",21.3360716355176,2.26565993448379e-117,30,500,"small",0.1,600130,"int12_3","int12_3",1
"x4",11.23288755723,9.27764242027823e-122,30,500,"small",0.1,600130,"int12_3","int12_3",1
"int34_2",-6.18351968974514,2.53272517920857e-129,30,500,"small",0.1,600130,"int12_3","int12_3",1
"int24_3",-7.76911580666217,5.18767098015359e-130,30,500,"small",0.1,600130,"int12_3","int12_3",1
"int23_4",-8.16390285375178,3.49557470307191e-130,30,500,"small",0.1,600130,"int12_3","int12_3",1
"int12_3",297.032658749673,0.999999893175401,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int12",280.921402154236,1.00686238770874e-07,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int12_4",278.123950674713,6.1383603048185e-09,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int124_3",235.303542479015,1.55376517945613e-27,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int123_4",233.600038955042,2.82854572753084e-28,31,500,"small",0.1,600131,"int12_3","int12_3",1
"main",203.063593382351,1.54793740547239e-41,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int13_2",203.04908493662,1.52564137113109e-41,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int23_1",202.361107280015,7.66774315761207e-42,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int24_1",197.175284272668,4.29035511931203e-44,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int14_2",192.782911244402,5.30774282917189e-46,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int24",191.470562242127,1.42877532800268e-46,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int13",187.589206294539,2.94654088727108e-48,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int14",186.950567941836,1.5558057039798e-48,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int34",186.877298894501,1.4458892088054e-48,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int23",186.877288446118,1.44587410168006e-48,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int234_1",145.479012838916,1.517357173663e-66,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int134_2",139.318077980156,3.20204779236224e-69,31,500,"small",0.1,600131,"int12_3","int12_3",1
"full",125.437385563865,2.99998917977672e-75,31,500,"small",0.1,600131,"int12_3","int12_3",1
"x2",87.383440586855,8.92280434655475e-92,31,500,"small",0.1,600131,"int12_3","int12_3",1
"x1",87.1515107091446,7.07579926947422e-92,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int24_3",52.9010561288746,9.4404365400698e-107,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int34_2",50.537669109081,8.88354150777301e-108,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int23_4",50.429182490215,7.97023260204154e-108,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int13_4",48.5601050355574,1.22953521306747e-108,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int34_1",47.6556405348742,4.97664920777607e-109,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int14_3",47.5663638660352,4.55160603718981e-109,31,500,"small",0.1,600131,"int12_3","int12_3",1
"null",46.7239814186232,1.96030034446806e-109,31,500,"small",0.1,600131,"int12_3","int12_3",1
"x3",39.3680674278374,1.25224631014701e-112,31,500,"small",0.1,600131,"int12_3","int12_3",1
"x4",31.2004736080872,3.55262063752197e-116,31,500,"small",0.1,600131,"int12_3","int12_3",1
"int12_3",343.858609759555,0.999999830221156,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int12",328.269840762522,1.69778843602608e-07,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int12_4",293.098312321587,9.01743144309426e-23,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int123_4",281.98825143809,1.34910177559477e-27,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int124_3",280.278194842633,2.43992552703519e-28,32,500,"small",0.1,600132,"int12_3","int12_3",1
"main",175.305025155393,6.28214892600992e-74,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int23_1",174.569953471025,3.01210877526187e-74,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int13_2",173.817518219193,1.41935873056462e-74,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int24",172.194028838183,2.79910824745408e-75,32,500,"small",0.1,600132,"int12_3","int12_3",1
"full",170.533668682702,5.32027940076285e-76,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int14",163.553384207214,4.9480651649925e-79,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int24_1",161.706318882286,7.80306333986473e-80,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int34",161.141078765858,4.43388544843698e-80,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int23",160.561959297289,2.48471212428089e-80,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int13",159.804814465671,1.1653389347956e-80,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int14_2",154.017284830366,3.57239993108759e-83,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int234_1",130.476801462829,2.13529579326871e-93,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int134_2",124.440597263647,5.10467232120113e-96,32,500,"small",0.1,600132,"int12_3","int12_3",1
"x1",92.5835828278964,7.45834192842871e-110,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int34_1",61.979323123606,3.81400429212989e-123,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int13_4",61.1419535634608,1.65088263038221e-123,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int14_3",61.0259344471843,1.47004197693009e-123,32,500,"small",0.1,600132,"int12_3","int12_3",1
"x2",50.610468562049,4.40504526849918e-128,32,500,"small",0.1,600132,"int12_3","int12_3",1
"null",39.41933176563,6.07717047044837e-133,32,500,"small",0.1,600132,"int12_3","int12_3",1
"x3",33.7850869007297,2.17160065700117e-135,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int24_3",26.0180365719863,9.1958709067539e-139,32,500,"small",0.1,600132,"int12_3","int12_3",1
"x4",24.3293172656682,1.6989922182861e-139,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int23_4",16.543743694555,7.06252095373922e-143,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int34_2",15.9113751398584,3.75254211884856e-143,32,500,"small",0.1,600132,"int12_3","int12_3",1
"int12_3",262.029103344344,0.999999897309827,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int12",245.937553965244,1.0269016573624e-07,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int12_4",229.415490280604,6.85626771272497e-15,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int124_3",200.451921118673,1.80871234857336e-27,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int123_4",197.473435932115,9.20088966326349e-29,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int23_1",139.5337430273,6.32325812826225e-54,33,500,"small",0.1,600133,"int12_3","int12_3",1
"main",138.20933426308,1.68173472944401e-54,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int13_2",137.755622277979,1.06834834450333e-54,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int24",130.866996879258,1.08898245518938e-57,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int14",124.607070626545,2.08146663694632e-60,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int23",123.867590448702,9.93613065044402e-61,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int13",122.129552887656,1.74741947379192e-61,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int34",122.025424990552,1.5746172331251e-61,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int24_1",121.890807673495,1.37629471514795e-61,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int14_2",116.628231411167,7.13187316386231e-64,33,500,"small",0.1,600133,"int12_3","int12_3",1
"full",88.4963124666964,4.32181774132036e-76,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int234_1",83.8390881962532,4.10260444594282e-78,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int134_2",76.915740654718,4.039131688168e-81,33,500,"small",0.1,600133,"int12_3","int12_3",1
"x1",67.4005959912872,2.97792112718053e-85,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int14_3",35.7072861790887,5.12487912030729e-99,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int34_1",35.081055386757,2.73977594766996e-99,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int13_4",34.8439266509373,2.1613810887546e-99,33,500,"small",0.1,600133,"int12_3","int12_3",1
"x2",34.6251633726877,1.73669543473033e-99,33,500,"small",0.1,600133,"int12_3","int12_3",1
"null",32.1473553388847,1.45755619064119e-100,33,500,"small",0.1,600133,"int12_3","int12_3",1
"x3",26.2211743782141,3.88971351958068e-103,33,500,"small",0.1,600133,"int12_3","int12_3",1
"x4",16.1359398389851,1.62164544785461e-107,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int24_3",3.55619646606965,5.58011021149657e-113,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int34_2",-2.79278668063728,9.75695788411576e-116,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int23_4",-3.19170159129953,6.5473851026997e-116,33,500,"small",0.1,600133,"int12_3","int12_3",1
"int12_3",344.249698200783,0.999999628300162,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int12",329.444289148611,3.71614271993987e-07,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int12_4",321.067970023099,8.55663900588287e-11,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int123_4",284.900582090725,1.678828008678e-26,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int124_3",281.346520998245,4.80282856916155e-28,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int13_2",199.246479750672,1.06145651617506e-63,34,500,"small",0.1,600134,"int12_3","int12_3",1
"main",198.555865980147,5.32074514972751e-64,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int23_1",198.474987616681,4.90735448814906e-64,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int14",186.703382724363,3.78882357475314e-69,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int24",186.070568073825,2.01222468391999e-69,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int34",184.029274591727,2.61308764747132e-70,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int13",183.253324315262,1.20271590344069e-70,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int23",182.399154749966,5.11919796879358e-71,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int24_1",181.274330604126,1.66225253978651e-71,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int14_2",179.886889163838,4.15086724424381e-72,34,500,"small",0.1,600134,"int12_3","int12_3",1
"full",176.92465245532,2.14612882222587e-73,34,500,"small",0.1,600134,"int12_3","int12_3",1
"x1",144.633367772868,2.03108938276043e-87,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int134_2",141.057238433314,5.68376086247412e-89,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int234_1",139.828765355457,1.66385975907414e-89,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int34_1",110.855863033375,4.34855647971649e-102,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int14_3",109.526863835699,1.15124590158197e-102,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int13_4",108.873144173796,5.98771685299323e-103,34,500,"small",0.1,600134,"int12_3","int12_3",1
"null",31.9058336610657,2.2427610888921e-136,34,500,"small",0.1,600134,"int12_3","int12_3",1
"x2",22.1803062154144,1.3398004193656e-140,34,500,"small",0.1,600134,"int12_3","int12_3",1
"x3",20.5198832150874,2.5464054945754e-141,34,500,"small",0.1,600134,"int12_3","int12_3",1
"x4",16.2500704178161,3.56099551024545e-143,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int34_2",-17.3539715488814,9.06820710686922e-158,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int24_3",-18.3071080676001,3.49606500936482e-158,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int23_4",-20.4287610893385,4.18945278108557e-159,34,500,"small",0.1,600134,"int12_3","int12_3",1
"int12_3",307.361193913366,0.999999879702683,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int12",291.427894513117,1.20297316548292e-07,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int12_4",260.542178281684,4.64258443229585e-21,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int123_4",246.013293080895,2.27481005832446e-27,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int124_3",245.127169528514,9.3779210189753e-28,35,500,"small",0.1,600135,"int12_3","int12_3",1
"full",139.739269491823,1.59486205519382e-73,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int13_2",134.932787038387,1.30405022553516e-75,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int23_1",134.567607343652,9.05104641990674e-76,35,500,"small",0.1,600135,"int12_3","int12_3",1
"main",134.244340571397,6.5509731116801e-76,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int24",119.942358926301,4.0274866371034e-82,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int34",119.294715892174,2.10749383162724e-82,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int13",118.947105608487,1.48867907562729e-82,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int23",118.732629048371,1.20131001464832e-82,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int14",118.717488945711,1.18325904924078e-82,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int14_2",104.412461608457,7.25246093995511e-89,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int24_1",103.433274704506,2.72414317454892e-89,35,500,"small",0.1,600135,"int12_3","int12_3",1
"x1",82.9644344789248,3.51338358923141e-98,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int234_1",76.1475648768294,3.84766024722575e-101,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int134_2",72.7487489062481,1.28561134230294e-102,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int13_4",68.0488397726392,1.16940539515324e-104,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int14_3",66.4982952446122,2.48068808500274e-105,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int34_1",66.1834790997901,1.8107114430397e-105,35,500,"small",0.1,600135,"int12_3","int12_3",1
"x3",30.0791647511891,3.78394444605011e-121,35,500,"small",0.1,600135,"int12_3","int12_3",1
"null",24.2264048053598,1.08673437164491e-123,35,500,"small",0.1,600135,"int12_3","int12_3",1
"x2",22.6378945772201,2.21943370347461e-124,35,500,"small",0.1,600135,"int12_3","int12_3",1
"x4",8.15092850950964,1.13405143914227e-130,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int23_4",1.49273677503913,1.45551546532353e-133,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int34_2",-1.22030749550743,9.65509760428957e-135,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int24_3",-4.55071181411131,3.45446224414169e-136,35,500,"small",0.1,600135,"int12_3","int12_3",1
"int12_3",341.711430867784,0.999999825525576,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int12",326.149943368417,1.74474423919764e-07,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int124_3",279.541884697833,1.00025119795918e-27,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int123_4",278.624530958619,3.99675395411315e-28,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int12_4",273.976235785263,3.82805764718763e-30,36,500,"small",0.1,600136,"int12_3","int12_3",1
"main",221.709134024754,7.65005556477003e-53,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int13_2",221.197757586515,4.58750577823645e-53,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int23_1",221.109249007329,4.19892228584914e-53,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int24",207.294660785073,4.20279688837702e-59,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int14",206.290429978812,1.53959504368921e-59,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int13",205.744426804828,8.91826429782698e-60,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int34",205.709601461497,8.61302850110955e-60,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int23",205.59980846997,7.71744235018684e-60,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int24_1",183.746113139368,2.49192003991604e-69,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int14_2",182.364187342003,6.2570749112018e-70,36,500,"small",0.1,600136,"int12_3","int12_3",1
"full",169.793279694203,2.17217859879664e-75,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int234_1",163.16486396546,2.8721767068185e-78,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int134_2",158.320847376913,2.26194208559016e-80,36,500,"small",0.1,600136,"int12_3","int12_3",1
"x1",134.851018731655,1.45098996630988e-90,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int13_4",125.153822852564,8.91714336499706e-95,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int14_3",124.198806994236,3.43137064533858e-95,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int34_1",124.140869024155,3.23821358900697e-95,36,500,"small",0.1,600136,"int12_3","int12_3",1
"x3",69.2527421749506,4.70646548726257e-119,36,500,"small",0.1,600136,"int12_3","int12_3",1
"null",55.2927256298722,4.0732092891649e-125,36,500,"small",0.1,600136,"int12_3","int12_3",1
"x2",54.6455710440991,2.13246081719313e-125,36,500,"small",0.1,600136,"int12_3","int12_3",1
"x4",41.3204924980138,3.48235447390641e-131,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int34_2",39.3035136276137,4.63351083556853e-132,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int23_4",39.1355712861064,3.91718200519945e-132,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int24_3",38.1429284250022,1.45169183344529e-132,36,500,"small",0.1,600136,"int12_3","int12_3",1
"int12_3",345.59994653135,0.999999898791523,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int12",329.493863313063,1.012084769274e-07,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int12_4",292.504962584995,8.73255664436752e-24,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int123_4",282.054928758509,2.52783885398054e-28,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int124_3",281.205208786426,1.0807386663803e-28,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int13_2",205.569104995378,1.53242130297691e-61,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int23_1",205.482471176335,1.40524999088432e-61,37,500,"small",0.1,600137,"int12_3","int12_3",1
"main",205.176989428041,1.03534371991187e-61,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int24",189.74832393687,2.06300493845007e-68,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int13",189.414683809442,1.47775419645467e-68,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int23",189.325903869238,1.35221442074906e-68,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int14",189.197680286204,1.18948444914831e-68,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int34",189.007653001619,9.83628191654007e-69,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int24_1",177.163005144406,7.05936704220166e-74,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int14_2",176.989388951059,5.93424138929448e-74,37,500,"small",0.1,600137,"int12_3","int12_3",1
"full",170.76838812589,1.17928528097074e-76,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int134_2",143.557273853238,1.79465966834249e-88,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int234_1",142.99453031306,1.02231724961373e-88,37,500,"small",0.1,600137,"int12_3","int12_3",1
"x1",100.148714256005,2.52280801747493e-107,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int13_4",68.7920652003871,6.07945357926405e-121,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int14_3",68.6353081943612,5.19739643217401e-121,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int34_1",68.5394088230806,4.72212279313608e-121,37,500,"small",0.1,600137,"int12_3","int12_3",1
"x2",46.0232124332935,7.86099338216453e-131,37,500,"small",0.1,600137,"int12_3","int12_3",1
"null",32.2195931251749,7.95502840743979e-137,37,500,"small",0.1,600137,"int12_3","int12_3",1
"x3",24.5290692049409,3.63655058747061e-140,37,500,"small",0.1,600137,"int12_3","int12_3",1
"x4",16.2693722153654,9.40911569306442e-144,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int34_2",7.03458504545722,9.18188183016578e-148,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int24_3",6.94539372411714,8.39839700312502e-148,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int23_4",6.86098336263058,7.71858064756001e-148,37,500,"small",0.1,600137,"int12_3","int12_3",1
"int12_3",359.905969614486,0.99999975865363,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int12",344.668937140635,2.41346370036949e-07,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int12_4",321.824867359118,2.89459175608314e-17,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int123_4",301.209847649278,3.22550720674576e-26,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int124_3",297.16616049648,5.65518738103462e-28,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int23_1",246.447798672807,5.31792647307428e-50,38,500,"small",0.1,600138,"int12_3","int12_3",1
"main",246.210313981049,4.19376448180194e-50,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int13_2",245.166797320586,1.47710208033588e-50,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int23",231.348781684424,1.47340645496661e-56,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int14",231.155912719696,1.21495625439341e-56,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int24",230.145104536662,4.42152642497931e-57,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int13",230.116534083706,4.29698892983084e-57,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int34",230.097797702291,4.21722845100837e-57,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int14_2",216.708048153399,6.45554309421657e-63,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int24_1",215.658822423555,2.2607880028687e-63,38,500,"small",0.1,600138,"int12_3","int12_3",1
"full",192.472038486519,1.92471983955044e-73,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int134_2",184.000912980706,4.03092261070262e-77,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int234_1",183.534383635273,2.52809471000075e-77,38,500,"small",0.1,600138,"int12_3","int12_3",1
"x1",134.685675655371,1.54194547247391e-98,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int13_4",111.68994248912,1.58909182951702e-108,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int14_3",110.592613564002,5.3037750708104e-109,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int34_1",110.134167966252,3.35339493720398e-109,38,500,"small",0.1,600138,"int12_3","int12_3",1
"x2",59.3803838253307,3.04366125732143e-131,38,500,"small",0.1,600138,"int12_3","int12_3",1
"null",44.1023695042559,7.05080984319227e-138,38,500,"small",0.1,600138,"int12_3","int12_3",1
"x3",40.5262736089218,1.97315084599864e-139,38,500,"small",0.1,600138,"int12_3","int12_3",1
"x4",27.8713684424129,6.29803116282184e-145,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int23_4",27.6601651038383,5.09894539035655e-145,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int34_2",24.2641504908798,1.70848021500949e-146,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int24_3",23.845872334629,1.12448601525398e-146,38,500,"small",0.1,600138,"int12_3","int12_3",1
"int12_3",328.986211150928,0.999999886404113,39,500,"small",0.1,600139,"int12_3","int12_3",1
"int12",312.995592725729,1.13595886830212e-07,39,500,"small",0.1,600139,"int12_3","int12_3",1
"int12_4",280.66958594737,1.03837982278904e-21,39,500,"small",0.1,600139,"int12_3","int12_3",1
"int123_4",271.128499252893,7.45958965159729e-26,39,500,"small",0.1,600139,"int12_3","int12_3",1
"int124_3",265.985229370977,4.35533142803359e-28,39,500,"small",0.1,600139,"int12_3","int12_3",1
"int13_2",221.465913584187,2.01617406930491e-47,39,500,"small",0.1,600139,"int12_3","int12_3",1
"int23_1",218.077420010137,6.80650179930514e-49,39,500,"small",0.1,600139,"int12_3","int12_3",1
"main",217.982365230105,6.18930945483993e-49,39,500,"small",0.1,600139,"int12_3","int12_3",1
"int13",205.278006274369,1.8802223319469e-54,39,500,"small",0.1,600139,"int12_3","int12_3",1
"int24",201.891797149891,6.36205280295055e-56,39,500,"small",0.1,600139,"int12_3","int12_3",1
"int23",201.89013735452,6.35150185579148e-56,39,500,"small",0.1,600139,"int12_3","int12_3",1
"int14",201.826776416033,5.96154907474545e-56,39,500,"small",0.1,600139,"int12_3","int12_3",1
"int34",201.82034862527,5.92335237637391e-56,39,500,"small",0.1,600139,"int12_3","int12_3",1
"int24_1",183.741129247442,8.33417002814436e-64,39,500,"small",0.1,600139,"int12_3","int12_3",1
"int14_2",183.224700277438,4.97256082790612e-64,39,500,"small",0.1,600139,"int12_3","int12_3",1
"full",161.670402330758,2.16604485013778e-73,39,500,"small",0.1,600139,"int12_3","int12_3",1
