"rep","n","tau_label","tau_sd","tau_var","seed","n_y0","n_y1","n_y01","best_model","best_formula","log_marginal","tau_map","correct","chosen_post_prob","error"
18,100,"big",0.7071068,0.50000002660624,200318,2,2,4,"int12_3","~x1 * x2 + x3",50.1571075155073,NA,1,0.96448864250344,NA
19,100,"big",0.7071068,0.50000002660624,200319,1,1,2,"int12_3","~x1 * x2 + x3",25.8882359434232,NA,1,0.996418708866572,NA
20,100,"big",0.7071068,0.50000002660624,200320,1,0,1,"null","~1",9.05618096883215,NA,0,0.880485281866284,NA
21,100,"big",0.7071068,0.50000002660624,200321,2,0,2,"int12_3","~x1 * x2 + x3",40.1692713667223,NA,1,0.652124147342107,NA
22,100,"big",0.7071068,0.50000002660624,200322,1,2,3,"int12_3","~x1 * x2 + x3",46.5681095621979,NA,1,0.837321353974131,NA
23,100,"big",0.7071068,0.50000002660624,200323,3,0,3,"int12_4","~x1 * x2 + x4",44.4606017060924,NA,0,0.835035655865679,NA
24,100,"big",0.7071068,0.50000002660624,200324,2,0,2,"int12_3","~x1 * x2 + x3",33.3196445794766,NA,1,0.998615708332537,NA
25,100,"big",0.7071068,0.50000002660624,200325,1,2,3,"int12_3","~x1 * x2 + x3",30.8002984744562,NA,1,0.997758799172901,NA
26,100,"big",0.7071068,0.50000002660624,200326,2,2,4,"int12_3","~x1 * x2 + x3",55.6734641550457,NA,1,0.990677977314222,NA
27,100,"big",0.7071068,0.50000002660624,200327,2,0,2,"int12_3","~x1 * x2 + x3",44.3385661616529,NA,1,0.998949230776684,NA
28,100,"big",0.7071068,0.50000002660624,200328,2,1,3,"int12_3","~x1 * x2 + x3",32.8588416788062,NA,1,0.99940085912573,NA
29,100,"big",0.7071068,0.50000002660624,200329,2,0,2,"int12_3","~x1 * x2 + x3",34.6283350625215,NA,1,0.999837267800527,NA
30,100,"big",0.7071068,0.50000002660624,200330,0,1,1,"int12_3","~x1 * x2 + x3",14.0930379625378,NA,1,0.999823732295295,NA
31,100,"big",0.7071068,0.50000002660624,200331,3,0,3,"int12_3","~x1 * x2 + x3",50.3697460241585,NA,1,0.999859134655369,NA
32,100,"big",0.7071068,0.50000002660624,200332,4,0,4,"int12_3","~x1 * x2 + x3",64.1162644541399,NA,1,0.998561191765236,NA
33,100,"big",0.7071068,0.50000002660624,200333,5,0,5,"int12_3","~x1 * x2 + x3",74.6967953316064,NA,1,0.99649536600425,NA
34,100,"big",0.7071068,0.50000002660624,200334,1,0,1,"int12_3","~x1 * x2 + x3",22.0924546922798,NA,1,0.998752978343163,NA
35,100,"big",0.7071068,0.50000002660624,200335,2,0,2,"int12_3","~x1 * x2 + x3",25.8894362935135,NA,1,0.999752361577853,NA
36,100,"big",0.7071068,0.50000002660624,200336,3,2,5,"int12_4","~x1 * x2 + x4",64.3595748343107,NA,0,0.594669983578498,NA
37,100,"big",0.7071068,0.50000002660624,200337,2,1,3,"int12_3","~x1 * x2 + x3",43.9965140897615,NA,1,0.989341025930564,NA
38,100,"big",0.7071068,0.50000002660624,200338,5,2,7,"int12_3","~x1 * x2 + x3",103.341651305838,NA,1,0.90949885555208,NA
39,100,"big",0.7071068,0.50000002660624,200339,2,0,2,"null","~1",31.7489815464791,NA,0,0.771725426327782,NA
40,100,"big",0.7071068,0.50000002660624,200340,2,0,2,"int12_3","~x1 * x2 + x3",34.5238555928552,NA,1,0.876473501106864,NA
41,100,"big",0.7071068,0.50000002660624,200341,3,1,4,"int12_3","~x1 * x2 + x3",66.192551158417,NA,1,0.999795789297993,NA
42,100,"big",0.7071068,0.50000002660624,200342,2,1,3,"int12_3","~x1 * x2 + x3",33.0907671352819,NA,1,0.999563610355411,NA
43,100,"big",0.7071068,0.50000002660624,200343,1,0,1,"int12_3","~x1 * x2 + x3",29.3388396155923,NA,1,0.993460560782149,NA
44,100,"big",0.7071068,0.50000002660624,200344,1,3,4,"int12_3","~x1 * x2 + x3",44.239840447336,NA,1,0.983496325197636,NA
45,100,"big",0.7071068,0.50000002660624,200345,1,0,1,"int12_3","~x1 * x2 + x3",18.0290913487475,NA,1,0.889999741105322,NA
46,100,"big",0.7071068,0.50000002660624,200346,3,0,3,"int12_3","~x1 * x2 + x3",49.800753003131,NA,1,0.93514042695295,NA
47,100,"big",0.7071068,0.50000002660624,200347,4,1,5,"int12_4","~x1 * x2 + x4",64.6279017035828,NA,0,0.549030840710121,NA
48,100,"big",0.7071068,0.50000002660624,200348,3,0,3,"int12_3","~x1 * x2 + x3",53.2959868263865,NA,1,0.999865543757916,NA
49,100,"big",0.7071068,0.50000002660624,200349,0,1,1,"int12_3","~x1 * x2 + x3",13.1712306772328,NA,1,0.999761924902807,NA
50,100,"big",0.7071068,0.50000002660624,200350,0,4,4,"int12_3","~x1 * x2 + x3",55.6982935206477,NA,1,0.999423394327402,NA
