"rep","n","tau_label","tau_sd","tau_var","seed","n_y0","n_y1","n_y01","best_model","best_formula","log_marginal","tau_map","correct","chosen_post_prob","error"
17,100,"medium",0.4472136,0.20000000402496,200217,2,0,2,"int12_3","~x1 * x2 + x3",33.2441050666053,NA,1,0.998855584391188,NA
18,100,"medium",0.4472136,0.20000000402496,200218,0,0,0,"int12_4","~x1 * x2 + x4",1.62534324330115,NA,0,0.91400702515834,NA
19,100,"medium",0.4472136,0.20000000402496,200219,2,0,2,"int12_3","~x1 * x2 + x3",32.5859784570548,NA,1,0.998499033867248,NA
20,100,"medium",0.4472136,0.20000000402496,200220,1,0,1,"int12_3","~x1 * x2 + x3",23.8838169927234,NA,1,0.997874882115668,NA
21,100,"medium",0.4472136,0.20000000402496,200221,0,1,1,"null","~1",0.175867228126904,NA,0,0.581981108769596,NA
22,100,"medium",0.4472136,0.20000000402496,200222,3,1,4,"int12_3","~x1 * x2 + x3",49.8640499745357,NA,1,0.898252449358966,NA
23,100,"medium",0.4472136,0.20000000402496,200223,1,0,1,"int12_3","~x1 * x2 + x3",37.2953829567315,NA,1,0.999826647049998,NA
24,100,"medium",0.4472136,0.20000000402496,200224,2,0,2,"int12_3","~x1 * x2 + x3",36.0364832701627,NA,1,0.999826999348379,NA
25,100,"medium",0.4472136,0.20000000402496,200225,2,0,2,"int12_4","~x1 * x2 + x4",26.0406780307375,NA,0,0.999999992657788,NA
26,100,"medium",0.4472136,0.20000000402496,200226,3,0,3,"int12_3","~x1 * x2 + x3",21.0014096981825,NA,1,0.934789130666629,NA
27,100,"medium",0.4472136,0.20000000402496,200227,3,0,3,"int12_3","~x1 * x2 + x3",49.7848905872454,NA,1,0.999475761150758,NA
28,100,"medium",0.4472136,0.20000000402496,200228,0,0,0,"null","~1",-0.604582907320037,NA,0,0.997799233362306,NA
29,100,"medium",0.4472136,0.20000000402496,200229,1,0,1,"int12_3","~x1 * x2 + x3",15.49420574221,NA,1,0.995870989989851,NA
30,100,"medium",0.4472136,0.20000000402496,200230,2,1,3,"int12_3","~x1 * x2 + x3",31.2677222933855,NA,1,0.982226206312374,NA
31,100,"medium",0.4472136,0.20000000402496,200231,0,1,1,"x1","~x1",-3.59559534694323,NA,0,0.993756972331838,NA
32,100,"medium",0.4472136,0.20000000402496,200232,2,1,3,"int12_3","~x1 * x2 + x3",33.5632056851257,NA,1,0.962946957550261,NA
33,100,"medium",0.4472136,0.20000000402496,200233,1,0,1,"int12_3","~x1 * x2 + x3",8.48769673202322,NA,1,0.558783034020136,NA
34,100,"medium",0.4472136,0.20000000402496,200234,1,1,2,"x2","~x2",2.12174068387216,NA,0,0.999287718875795,NA
35,100,"medium",0.4472136,0.20000000402496,200235,0,1,1,"int12_3","~x1 * x2 + x3",25.3610008964795,NA,1,0.999680516880511,NA
36,100,"medium",0.4472136,0.20000000402496,200236,1,0,1,"int12_3","~x1 * x2 + x3",23.4632547300359,NA,1,0.998629376071431,NA
37,100,"medium",0.4472136,0.20000000402496,200237,7,0,7,"int12_3","~x1 * x2 + x3",74.0985044083538,NA,1,0.999976538444675,NA
38,100,"medium",0.4472136,0.20000000402496,200238,1,0,1,"int12_3","~x1 * x2 + x3",21.4965314012721,NA,1,0.99953340694531,NA
39,100,"medium",0.4472136,0.20000000402496,200239,1,0,1,"int12","~x1 * x2 + x3 + x4",17.9696326213089,NA,0,0.999999999920566,NA
40,100,"medium",0.4472136,0.20000000402496,200240,0,1,1,"int12_3","~x1 * x2 + x3",26.0226416285059,NA,1,0.999748712963739,NA
41,100,"medium",0.4472136,0.20000000402496,200241,4,0,4,"int12_3","~x1 * x2 + x3",21.7669853560558,NA,1,0.668646597080119,NA
42,100,"medium",0.4472136,0.20000000402496,200242,1,0,1,"int12_3","~x1 * x2 + x3",20.0779330812708,NA,1,0.989971029017913,NA
43,100,"medium",0.4472136,0.20000000402496,200243,0,2,2,"int12_4","~x1 * x2 + x4",27.3382214275359,NA,0,0.999999999805352,NA
44,100,"medium",0.4472136,0.20000000402496,200244,2,0,2,"int12_3","~x1 * x2 + x3",31.6201164412192,NA,1,0.999775698863411,NA
45,100,"medium",0.4472136,0.20000000402496,200245,0,0,0,"null","~1",-4.50478904325517,NA,0,0.999943019347225,NA
46,100,"medium",0.4472136,0.20000000402496,200246,3,0,3,"null","~1",7.26463152579416,NA,0,0.672337752574866,NA
47,100,"medium",0.4472136,0.20000000402496,200247,3,1,4,"int12_3","~x1 * x2 + x3",55.912503127323,NA,1,0.999500169643317,NA
48,100,"medium",0.4472136,0.20000000402496,200248,2,0,2,"int12_3","~x1 * x2 + x3",38.2853913654893,NA,1,0.999804599610354,NA
49,100,"medium",0.4472136,0.20000000402496,200249,2,0,2,"x1","~x1",8.40281503486716,NA,0,0.515575172855885,NA
50,100,"medium",0.4472136,0.20000000402496,200250,3,0,3,"int12_3","~x1 * x2 + x3",53.419493055085,NA,1,0.977581967347464,NA
